segment_idx,openarm_left_joint1,openarm_left_joint2,openarm_left_joint3,openarm_left_joint4,openarm_left_joint5,openarm_left_joint6,openarm_left_joint7,openarm_right_joint1,openarm_right_joint2,openarm_right_joint3,openarm_right_joint4,openarm_right_joint5,openarm_right_joint6,openarm_right_joint7
0,0.006458303947894698,-0.0023224041317502367,0.013649159160858536,0.018910087926232253,0.003923386130329896,0.013343934785192996,-0.015583851625317937,-0.006458303947894698,0.0023224041317502367,-0.013649159160858536,0.018910087926232253,-0.003923386130329896,-0.013343934785192996,0.015583851625317937
0,0.0010830615230909195,0.0009512548544915118,0.00893823431490751,0.0076612938750096025,0.00867998236131246,0.010192849577552449,-0.006081105124696454,-0.0010830615230909195,-0.0009512548544915118,-0.00893823431490751,0.0076612938750096025,-0.00867998236131246,-0.010192849577552449,0.006081105124696454
0,0.00015011979732662377,0.0015194400306791072,0.008120593358762562,0.005708922520279885,0.009505550167523325,0.009645938640460374,-0.0044317825417965655,-0.00015011979732662377,-0.0015194400306791072,-0.008120593358762562,0.005708922520279885,-0.009505550167523325,-0.009645938640460374,0.0044317825417965655
1,0.00015011979732662377,0.0015194400306791072,0.008120593358762562,0.005708922520279885,0.009505550167523325,0.009645938640460374,-0.0044317825417965655,-0.00015011979732662377,-0.0015194400306791072,-0.008120593358762562,0.005708922520279885,-0.009505550167523325,-0.009645938640460374,0.0044317825417965655
1,0.0029260287474291167,0.0014927129694937919,0.008131959308839766,0.010708922520279876,0.00945782808909668,0.009651024649618678,-0.008281768770666923,-0.0029260287474291167,-0.0014927129694937919,-0.008131959308839766,0.010708922520279876,-0.00945782808909668,-0.009651024649618678,0.008281768770666923
1,0.01125375559773662,0.0014125317859378455,0.008166057159071378,0.025708922520279887,0.009314661853816741,0.009666282677093595,-0.019831727457278025,-0.01125375559773662,-0.0014125317859378455,-0.008166057159071378,0.025708922520279887,-0.009314661853816741,-0.009666282677093595,0.019831727457278025
1,0.025133300348249156,0.001278896480011268,0.008222886909457397,0.050708922520279975,0.009076051461683513,0.00969171272288512,-0.03908165860162991,-0.025133300348249156,-0.001278896480011268,-0.008222886909457397,0.050708922520279975,-0.009076051461683513,-0.00969171272288512,0.03908165860162991
1,0.044564662998966706,0.0010918070517140592,0.008302448559997825,0.08570892252028009,0.00874199691269699,0.009727314786993256,-0.06603156220372255,-0.044564662998966706,-0.0010918070517140592,-0.008302448559997825,0.08570892252028009,-0.00874199691269699,-0.009727314786993256,0.06603156220372255
1,0.06954783195218397,0.000851263612711474,0.008404742063205895,0.13070890163035642,0.00831249840623929,0.009773088848168732,-0.10068142217837214,-0.06954783195218397,-0.000851263612711474,-0.008404742063205895,0.13070890163035642,-0.00831249840623929,-0.009773088848168732,0.10068142217837214
1,0.10008281445406352,0.0005572660932358673,0.008529767448750995,0.18570887290238255,0.007787555817737911,0.00982903491968794,-0.1430312485754854,-0.10008281445406352,-0.0005572660932358673,-0.008529767448750995,0.18570887290238255,-0.007787555817737911,-0.00982903491968794,0.1430312485754854
1,0.13616961076824366,0.00020981449074887096,0.008677524717712593,0.2507088368112271,0.007167169142660506,0.009895153002033917,-0.1930810417607098,-0.13616961076824366,-0.00020981449074887096,-0.008677524717712593,0.2507088368112271,-0.007167169142660506,-0.009895153002033917,0.1930810417607098
1,0.1778082227065258,-0.00019109121219393634,0.008848013877509102,0.3257087966203279,0.006451338349859465,0.009971443098526237,-0.25083080424688364,-0.1778082227065258,0.00019109121219393634,-0.008848013877509102,0.3257087966203279,-0.006451338349859465,-0.009971443098526237,0.25083080424688364
1,0.2249986475517739,-0.0006454509894313722,0.009041234917015218,0.41070874743554764,0.005640063486046475,0.010057905204186575,-0.31628053226553443,-0.2249986475517739,0.0006454509894313722,-0.009041234917015218,0.41070874743554764,-0.005640063486046475,-0.010057905204186575,0.31628053226553443
1,0.27774088513832784,-0.0011532648393684246,0.009257187835552644,0.5057086889584972,0.004733344554069481,0.010154539318711409,-0.38943022558690366,-0.27774088513832784,0.0011532648393684246,-0.009257187835552644,0.5057086889584972,-0.004733344554069481,-0.010154539318711409,0.38943022558690366
1,0.33603493700378656,-0.001714532776809434,0.009495872639417079,0.610708623958718,0.0037311815274948283,0.01026134544491792,-0.47027988634353046,-0.33603493700378656,0.001714532776809434,-0.009495872639417079,0.610708623958718,-0.0037311815274948283,-0.01026134544491792,0.47027988634353046
1,0.3972557424824486,-0.00230398014098976,0.009746541026336252,0.7209802621484389,0.0026787031743099148,0.010373513957264765,-0.5551887440366104,-0.3972557424824486,0.00230398014098976,-0.009746541026336252,0.7209802621484389,-0.0026787031743099148,-0.010373513957264765,0.5551887440366104
1,0.4534664633356067,-0.002845189309776644,0.00997669563821466,0.8222276767134638,0.0017123557626364655,0.01047650301281125,-0.6331489743934255,-0.4534664633356067,0.002845189309776644,-0.00997669563821466,0.8222276767134638,-0.0017123557626364655,-0.01047650301281125,0.6331489743934255
1,0.5041253662885602,-0.0033329443561928994,0.010184118349938664,0.9134750912784892,0.000841452507816303,0.010569320050041124,-0.7034092322925001,-0.5041253662885602,0.0033329443561928994,-0.010184118349938664,0.9134750912784892,-0.000841452507816303,-0.010569320050041124,0.7034092322925001
1,0.5492324513413086,-0.003767245280238524,0.010368809161508258,0.9947225058435147,6.599340984943265e-05,0.010651965068954392,-0.7659695177338339,-0.5492324513413086,0.003767245280238524,-0.010368809161508258,0.9947225058435147,-6.599340984943265e-05,-0.010651965068954392,0.7659695177338339
1,0.5887877184938521,-0.004148092081913518,0.010530768072923444,1.0659699204085404,-0.0006140215312641485,0.010724438069551048,-0.8208298307174271,-0.5887877184938521,0.004148092081913518,-0.010530768072923444,1.0659699204085404,0.0006140215312641485,-0.010724438069551048,0.8208298307174271
1,0.622791167746191,-0.004475484761217886,0.010669995084184227,1.1272173349735666,-0.0011985923155244432,0.010786739051831095,-0.8679901712432803,-0.622791167746191,0.004475484761217886,-0.010669995084184227,1.1272173349735666,0.0011985923155244432,-0.010786739051831095,0.8679901712432803
1,0.651242799098325,-0.004749423318151623,0.010786490195290599,1.1784647495385931,-0.0016877189429314486,0.01083886801579453,-0.9074505393113927,-0.651242799098325,0.004749423318151623,-0.010786490195290599,1.1784647495385931,0.0016877189429314486,-0.01083886801579453,0.9074505393113927
