segment_idx,openarm_left_joint1,openarm_left_joint2,openarm_left_joint3,openarm_left_joint4,openarm_left_joint5,openarm_left_joint6,openarm_left_joint7,openarm_right_joint1,openarm_right_joint2,openarm_right_joint3,openarm_right_joint4,openarm_right_joint5,openarm_right_joint6,openarm_right_joint7
0,0.003969018510469758,-0.009259409094066936,0.008983445256219044,0.011327243747534112,-0.0020260114364374087,-0.005674577014178155,0.003511340074263929,-0.003969018510469758,0.009259409094066936,-0.008983445256219044,0.011327243747534112,0.0020260114364374087,0.005674577014178155,-0.003511340074263929
0,0.003037003153003752,-0.009298535375855864,0.009053384098224341,0.00963428222341463,-0.002083832281641662,-0.005643688952550292,0.004827842828817666,-0.003037003153003752,0.009298535375855864,-0.009053384098224341,0.00963428222341463,0.002083832281641662,0.005643688952550292,-0.004827842828817666
1,0.003037003153003752,-0.009298535375855864,0.009053384098224341,0.00963428222341463,-0.002083832281641662,-0.005643688952550292,0.004827842828817666,-0.003037003153003752,0.009298535375855864,-0.009053384098224341,0.00963428222341463,0.002083832281641662,0.005643688952550292,-0.004827842828817666
1,0.005792052778963212,-0.00923924136270034,0.008969982446754036,0.014634282223414629,-0.002025561934225871,-0.005671307865613064,0.0009582970776075826,-0.005792052778963212,0.00923924136270034,-0.008969982446754036,0.014634282223414629,0.002025561934225871,0.005671307865613064,-0.0009582970776075826
1,0.01405720165684159,-0.009061359323233768,0.008719777492343117,0.029634282223414618,-0.0018507508919784967,-0.005754164604801378,-0.010650340176022666,-0.01405720165684159,0.009061359323233768,-0.008719777492343117,0.029634282223414618,0.0018507508919784967,0.005754164604801378,0.010650340176022666
1,0.027832449786638812,-0.008764889257456146,0.00830276923499159,0.054634282223414474,-0.0015593991548995415,-0.005892259170115235,-0.029998068932072984,-0.027832449786638812,0.008764889257456146,-0.00830276923499159,0.054634282223414474,0.0015593991548995415,0.005892259170115235,0.029998068932072984
1,0.04711779716835483,-0.00834983116536748,0.0077189576746994545,0.0896342822234141,-0.0011515067229890062,-0.006085591561554634,-0.057084889190543296,-0.04711779716835483,0.00834983116536748,-0.0077189576746994545,0.0896342822234141,0.0011515067229890062,0.006085591561554634,0.057084889190543296
1,0.07191323221489773,-0.007816185296344466,0.006968343162234476,0.13463426119458738,-0.0006270738413182915,-0.00633416166296091,-0.09191078467703262,-0.07191323221489773,0.007816185296344466,-0.006968343162234476,0.13463426119458738,0.0006270738413182915,0.00633416166296091,0.09191078467703262
1,0.10221876238034625,-0.00716395148996087,0.006050925471944649,0.1896342326649642,1.3899647769202773e-05,-0.00663796954905996,-0.1344757658610071,-0.10221876238034625,0.00716395148996087,-0.006050925471944649,0.1896342326649642,-1.3899647769202773e-05,0.00663796954905996,0.1344757658610071
1,0.13803438241583926,-0.006393129859182365,0.004966704762724999,0.2546341871086523,0.0007714136332580667,-0.006997015167232827,-0.18477982537029164,-0.13803438241583926,0.006393129859182365,-0.004966704762724999,0.2546341871086523,-0.0007714136332580667,0.006997015167232827,0.18477982537029164
