segment_idx,openarm_left_joint1,openarm_left_joint2,openarm_left_joint3,openarm_left_joint4,openarm_left_joint5,openarm_left_joint6,openarm_left_joint7,openarm_right_joint1,openarm_right_joint2,openarm_right_joint3,openarm_right_joint4,openarm_right_joint5,openarm_right_joint6,openarm_right_joint7
0,-0.006720740827731789,-0.009194474071264266,0.0026784075656905767,0.009258194551803172,-0.004194547771476209,0.006204159371554852,-0.008496607705019414,0.006720740827731789,0.009194474071264266,-0.0026784075656905767,0.009258194551803172,0.004194547771476209,-0.006204159371554852,0.008496607705019414
1,-0.006720740827731789,-0.009194474071264266,0.0026784075656905767,0.009258194551803172,-0.004194547771476209,0.006204159371554852,-0.008496607705019414,0.006720740827731789,0.009194474071264266,-0.0026784075656905767,0.009258194551803172,0.004194547771476209,-0.006204159371554852,0.008496607705019414
1,-0.003392326475581452,-0.010101737605994178,0.003260867425190976,0.014258194551803164,-0.004747599288445154,0.007159898566256211,-0.010733555231136154,0.003392326475581452,0.010101737605994178,-0.003260867425190976,0.014258194551803164,0.004747599288445154,-0.007159898566256211,0.010733555231136154
1,0.006592916580869535,-0.012823528210183913,0.00500824700369217,0.029258194551803104,-0.006406753839351988,0.01002711615036028,-0.01744439780948636,-0.006592916580869535,0.012823528210183913,-0.00500824700369217,0.029258194551803104,0.006406753839351988,-0.01002711615036028,0.01744439780948636
1,0.023234988341621157,-0.01735984588383346,0.007920546301194155,0.054258194551802974,-0.009172011424196705,0.014805812123867055,-0.028629135440070022,-0.023234988341621157,0.01735984588383346,-0.007920546301194155,0.054258194551802974,0.009172011424196705,-0.014805812123867055,0.028629135440070022
1,0.046533887764831014,-0.023710690342956062,0.011997765135378473,0.08925819298672961,-0.01304337186986609,0.021495986187616188,-0.044287767422689826,-0.046533887764831014,0.023710690342956062,-0.011997765135378473,0.08925819298672961,0.01304337186986609,-0.021495986187616188,0.044287767422689826
1,0.07648960120422513,-0.03187605786783252,0.01723990111819905,0.1342581693569208,-0.018020832908886286,0.03009763442314154,-0.06442028458601204,-0.07648960120422513,0.03187605786783252,-0.01723990111819905,0.1342581693569208,0.018020832908886286,-0.03009763442314154,0.06442028458601204
1,0.11310214106557465,-0.04185595184004415,0.023646956420618676,0.18925814229853455,-0.02410439660260838,0.04061076039270444,-0.08902669526765818,-0.11310214106557465,0.04185595184004415,-0.023646956420618676,0.18925814229853455,0.02410439660260838,-0.04061076039270444,0.08902669526765818
1,0.15637150550872073,-0.053650371757998035,0.03121893072061656,0.25425810904725327,-0.031294062645270376,0.05303536356791157,-0.11810699823090158,-0.15637150550872073,0.053650371757998035,-0.03121893072061656,0.25425810904725327,0.031294062645270376,-0.05303536356791157,0.11810699823090158
1,0.20629769222620617,-0.0672593169927245,0.039955823614396445,0.329258066136776,-0.039589830653463665,0.06737144328618698,-0.15166119192495556,-0.20629769222620617,0.0672593169927245,-0.039955823614396445,0.329258066136776,0.039589830653463665,-0.06737144328618698,0.15166119192495556
1,0.26288069808479175,-0.08268278669016108,0.049857634553653385,0.414258008860298,-0.04899170010656714,0.08361899864783512,-0.18968927424404505,-0.26288069808479175,0.08268278669016108,-0.049857634553653385,0.414258008860298,0.04899170010656714,-0.08361899864783512,0.18968927424404505
1,0.32612053086086124,-0.09992078297000465,0.060924364899224995,0.509257948899634,-0.059499672296709875,0.10177803188580961,-0.23219125041449135,-0.32612053086086124,0.09992078297000465,-0.060924364899224995,0.509257948899634,0.059499672296709875,-0.10177803188580961,0.23219125041449135
1,0.3960171878298285,-0.11897330508958393,0.07315601417431902,0.6142578821618646,-0.07111374677117283,0.12184854221775779,-0.27916711860516535,-0.3960171878298285,0.11897330508958393,-0.07315601417431902,0.6142578821618646,0.07111374677117283,-0.12184854221775779,0.27916711860516535
1,0.4725706678008794,-0.13984035272430526,0.08655258217054757,0.7292578068581289,-0.08383392333208954,0.14383052930174273,-0.3306168780157494,-0.4725706678008794,0.13984035272430526,-0.08655258217054757,0.7292578068581289,0.08383392333208954,-0.14383052930174273,0.3306168780157494
1,0.555780969223387,-0.16252192545149677,0.10111406861655678,0.8542577206590491,-0.09766020172180682,0.1677239926925089,-0.3865405276041043,-0.555780969223387,0.16252192545149677,-0.10111406861655678,0.8542577206590491,0.09766020172180682,-0.1677239926925089,0.3865405276041043
1,0.6456480934769856,-0.18701802364722087,0.11684047375377742,0.9892576256371347,-0.11259258216956561,0.19352893278621203,-0.4469380682974491,-0.6456480934769856,0.18701802364722087,-0.11684047375377742,0.9892576256371347,0.11259258216956561,-0.19352893278621203,0.4469380682974491
1,0.7402839669074692,-0.21281399372688453,0.13340139186975825,1.1314212258051,-0.1283173411156976,0.22070319773428748,-0.5105405710373649,-0.7402839669074692,0.21281399372688453,-0.13340139186975825,1.1314212258051,0.1283173411156976,-0.22070319773428748,0.5105405710373649
1,0.8297174730723672,-0.23719189573720195,0.14905191548974583,1.2657697423999748,-0.14317767129676223,0.24638362634622912,-0.570646687404237,-0.8297174730723672,0.23719189573720195,-0.14905191548974583,1.2657697423999748,0.14317767129676223,-0.24638362634622912,0.570646687404237
1,0.9124941505329638,-0.25975527067805926,0.1635375193907325,1.3901182589948486,-0.15693189844388888,0.2701525765687678,-0.6262789087188749,-0.9124941505329638,0.25975527067805926,-0.1635375193907325,1.3901182589948486,0.15693189844388888,-0.2701525765687678,0.6262789087188749
1,0.9886139992892592,-0.2805041185494566,0.1768582035727183,1.504466775589722,-0.16958002255707755,0.2920100484019036,-0.6774372349812792,-0.9886139992892592,0.2805041185494566,-0.1768582035727183,1.504466775589722,0.16958002255707755,-0.2920100484019036,0.6774372349812792
1,1.0580770193412534,-0.299438439351394,0.18901396803570322,1.6088152921845942,-0.18112204363632822,0.3119560418456366,-0.7241216661914494,-1.0580770193412534,0.299438439351394,-0.18901396803570322,1.6088152921845942,0.18112204363632822,-0.3119560418456366,0.7241216661914494
1,1.1208832106889464,-0.3165582330838715,0.20000481277968724,1.7031638087794658,-0.19155796168164094,0.3299905568999667,-0.7663322023493859,-1.1208832106889464,0.3165582330838715,-0.20000481277968724,1.7031638087794658,0.19155796168164094,-0.3299905568999667,0.7663322023493859
1,1.1770325733323388,-0.3318634997468891,0.2098307378046704,1.7875123253743372,-0.20088777669301572,0.346113593564894,-0.8040688434550889,-1.1770325733323388,0.3318634997468891,-0.2098307378046704,1.7875123253743372,0.20088777669301572,-0.346113593564894,0.8040688434550889
1,1.2265251072714296,-0.3453542393404466,0.21849174311065267,1.8618608419692073,-0.2091114886704525,0.36032515184041847,-0.8373315895085578,-1.2265251072714296,0.3453542393404466,-0.21849174311065267,1.8618608419692073,0.2091114886704525,-0.36032515184041847,0.8373315895085578
1,1.269360812506219,-0.35703045186454413,0.22598782869763404,1.9262093585640767,-0.21622909761395132,0.37262523172653994,-0.8661204405097929,-1.269360812506219,0.35703045186454413,-0.22598782869763404,1.9262093585640767,0.21622909761395132,-0.37262523172653994,0.8661204405097929
1,1.3055396890367077,-0.36689213731918185,0.23231899456561458,1.980557875158946,-0.22224060352351216,0.3830138332232587,-0.8904353964587943,-1.3055396890367077,0.36689213731918185,-0.23231899456561458,1.980557875158946,0.22224060352351216,-0.3830138332232587,0.8904353964587943
1,1.335061736862896,-0.3749392957043598,0.23748524071459434,2.0249063917538157,-0.22714600639913518,0.39149095633057485,-0.9102764573555625,-1.335061736862896,0.3749392957043598,-0.23748524071459434,2.0249063917538157,0.22714600639913518,-0.39149095633057485,0.9102764573555625
1,1.3579269559847846,-0.3811719270200782,0.24148656714457353,2.059254908348687,-0.2309453062408205,0.3980566010484885,-0.925643623200098,-1.3579269559847846,0.3811719270200782,-0.24148656714457353,2.059254908348687,0.2309453062408205,-0.3980566010484885,0.925643623200098
